study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495889,EGAR00001539696,EGAN00001504052,PV219,SAMEA103909868,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495890,EGAR00001539697,EGAN00001504052,PV219,SAMEA103909868,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495891,EGAR00001539698,EGAN00001504052,PV219,SAMEA103909868,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495892,EGAR00001539699,EGAN00001504052,PV219,SAMEA103909868,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495893,EGAR00001539700,EGAN00001504052,PV219,SAMEA103909868,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495894,EGAR00001539701,EGAN00001504053,PV221,SAMEA103909869,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495895,EGAR00001539702,EGAN00001504053,PV221,SAMEA103909869,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495896,EGAR00001539703,EGAN00001504054,PV225,SAMEA103909870,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495897,EGAR00001539704,EGAN00001504054,PV225,SAMEA103909870,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495898,EGAR00001539705,EGAN00001504055,PV242,SAMEA103909871,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495899,EGAR00001539706,EGAN00001504055,PV242,SAMEA103909871,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495900,EGAR00001539707,EGAN00001504055,PV242,SAMEA103909871,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495901,EGAR00001539708,EGAN00001504056,PV244,SAMEA103909872,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495902,EGAR00001539709,EGAN00001504056,PV244,SAMEA103909872,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495903,EGAR00001539710,EGAN00001504056,PV244,SAMEA103909872,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495904,EGAR00001539711,EGAN00001504057,PV259,SAMEA103909873,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495905,EGAR00001539712,EGAN00001504057,PV259,SAMEA103909873,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495906,EGAR00001539713,EGAN00001504057,PV259,SAMEA103909873,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495907,EGAR00001539714,EGAN00001504058,PV298,SAMEA103909874,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495908,EGAR00001539715,EGAN00001504058,PV298,SAMEA103909874,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495909,EGAR00001539716,EGAN00001504059,PV350,SAMEA103909875,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495910,EGAR00001539717,EGAN00001504059,PV350,SAMEA103909875,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495911,EGAR00001539718,EGAN00001504060,PV359,SAMEA103909876,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495912,EGAR00001539719,EGAN00001504060,PV359,SAMEA103909876,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495913,EGAR00001539720,EGAN00001504061,PV366,SAMEA103909877,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495914,EGAR00001539721,EGAN00001504061,PV366,SAMEA103909877,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495915,EGAR00001539722,EGAN00001504061,PV366,SAMEA103909877,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495916,EGAR00001539723,EGAN00001504062,PV38,SAMEA103909878,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495917,EGAR00001539724,EGAN00001504062,PV38,SAMEA103909878,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495918,EGAR00001539725,EGAN00001504063,PV415,SAMEA103909879,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495919,EGAR00001539726,EGAN00001504063,PV415,SAMEA103909879,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495920,EGAR00001539727,EGAN00001504064,PV417,SAMEA103909880,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495921,EGAR00001539728,EGAN00001504064,PV417,SAMEA103909880,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495922,EGAR00001539729,EGAN00001504065,PV448,SAMEA103909881,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495923,EGAR00001539730,EGAN00001504065,PV448,SAMEA103909881,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495924,EGAR00001539731,EGAN00001504065,PV448,SAMEA103909881,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495925,EGAR00001539732,EGAN00001504066,PV481,SAMEA103909882,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495926,EGAR00001539733,EGAN00001504066,PV481,SAMEA103909882,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495927,EGAR00001539734,EGAN00001504066,PV481,SAMEA103909882,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495928,EGAR00001539735,EGAN00001504067,PV482,SAMEA103909883,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495929,EGAR00001539736,EGAN00001504067,PV482,SAMEA103909883,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495930,EGAR00001539737,EGAN00001504068,PV492,SAMEA103909884,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495931,EGAR00001539738,EGAN00001504068,PV492,SAMEA103909884,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495932,EGAR00001539739,EGAN00001504068,PV492,SAMEA103909884,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495933,EGAR00001539740,EGAN00001504068,PV492,SAMEA103909884,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495934,EGAR00001539741,EGAN00001504069,PV554,SAMEA103909885,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495935,EGAR00001539742,EGAN00001504069,PV554,SAMEA103909885,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495936,EGAR00001539743,EGAN00001504070,PV559,SAMEA103909886,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495937,EGAR00001539744,EGAN00001504070,PV559,SAMEA103909886,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495938,EGAR00001539745,EGAN00001504071,PV584,SAMEA103909887,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495939,EGAR00001539746,EGAN00001504071,PV584,SAMEA103909887,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495940,EGAR00001539747,EGAN00001504071,PV584,SAMEA103909887,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495941,EGAR00001539748,EGAN00001504072,PV586,SAMEA103909888,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495942,EGAR00001539749,EGAN00001504072,PV586,SAMEA103909888,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495943,EGAR00001539750,EGAN00001504073,PV587,SAMEA103909889,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495944,EGAR00001539751,EGAN00001504073,PV587,SAMEA103909889,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495945,EGAR00001539752,EGAN00001504074,PV588,SAMEA103909890,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495946,EGAR00001539753,EGAN00001504074,PV588,SAMEA103909890,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495947,EGAR00001539754,EGAN00001504075,PV593,SAMEA103909891,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495948,EGAR00001539755,EGAN00001504075,PV593,SAMEA103909891,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495949,EGAR00001539756,EGAN00001504075,PV593,SAMEA103909891,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495950,EGAR00001539757,EGAN00001504076,PV598,SAMEA103909892,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495951,EGAR00001539758,EGAN00001504076,PV598,SAMEA103909892,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495952,EGAR00001539759,EGAN00001504077,PV603,SAMEA103909893,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495953,EGAR00001539760,EGAN00001504077,PV603,SAMEA103909893,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495954,EGAR00001539761,EGAN00001504077,PV603,SAMEA103909893,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495955,EGAR00001539762,EGAN00001504078,PV605,SAMEA103909894,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495956,EGAR00001539763,EGAN00001504078,PV605,SAMEA103909894,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495957,EGAR00001539764,EGAN00001504079,PV607,SAMEA103909895,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495958,EGAR00001539765,EGAN00001504079,PV607,SAMEA103909895,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495959,EGAR00001539766,EGAN00001504080,PV609,SAMEA103909896,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495960,EGAR00001539767,EGAN00001504080,PV609,SAMEA103909896,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495961,EGAR00001539768,EGAN00001504080,PV609,SAMEA103909896,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495962,EGAR00001539769,EGAN00001504080,PV609,SAMEA103909896,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495963,EGAR00001539770,EGAN00001504081,PV618,SAMEA103909897,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495964,EGAR00001539771,EGAN00001504081,PV618,SAMEA103909897,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495965,EGAR00001539772,EGAN00001504082,PV623,SAMEA103909898,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495966,EGAR00001539773,EGAN00001504083,PV628,SAMEA103909899,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495967,EGAR00001539774,EGAN00001504083,PV628,SAMEA103909899,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495968,EGAR00001539775,EGAN00001504083,PV628,SAMEA103909899,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495969,EGAR00001539776,EGAN00001504083,PV628,SAMEA103909899,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495970,EGAR00001539777,EGAN00001504084,PV631,SAMEA103909900,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495971,EGAR00001539778,EGAN00001504084,PV631,SAMEA103909900,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495972,EGAR00001539779,EGAN00001504084,PV631,SAMEA103909900,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495973,EGAR00001539780,EGAN00001504085,PV636,SAMEA103909901,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495974,EGAR00001539781,EGAN00001504086,PV641,SAMEA103909902,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495975,EGAR00001539782,EGAN00001504086,PV641,SAMEA103909902,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495976,EGAR00001539783,EGAN00001504087,PV642,SAMEA103909903,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495977,EGAR00001539784,EGAN00001504087,PV642,SAMEA103909903,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495978,EGAR00001539785,EGAN00001504087,PV642,SAMEA103909903,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495979,EGAR00001539786,EGAN00001504087,PV642,SAMEA103909903,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495980,EGAR00001539787,EGAN00001504087,PV642,SAMEA103909903,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495981,EGAR00001539788,EGAN00001504088,PV647,SAMEA103909904,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495982,EGAR00001539789,EGAN00001504088,PV647,SAMEA103909904,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495983,EGAR00001539790,EGAN00001504089,PV649,SAMEA103909905,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495984,EGAR00001539791,EGAN00001504089,PV649,SAMEA103909905,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495985,EGAR00001539792,EGAN00001504090,PV656,SAMEA103909906,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495986,EGAR00001539793,EGAN00001504090,PV656,SAMEA103909906,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495987,EGAR00001539794,EGAN00001504091,PV658,SAMEA103909907,Patients with myelodysplasia
